Level,Date,State Postal Code,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Month
State,8/5/2022,GA,"379,799","100,564","41,232",8
State,8/5/2022,WY,"40,064","5,536","2,391",8
State,8/5/2022,SC,"191,467","34,957","13,572",8
State,8/5/2022,FL,"548,464","120,372","159,644",8
State,8/5/2022,SD,"52,938","6,938","3,217",8
State,8/5/2022,DC,"12,671","7,868","6,319",8
State,8/5/2022,WI,"271,060","37,378","18,826",8
State,8/5/2022,TN,"235,321","59,025","24,683",8
State,8/5/2022,DE,"30,707","2,310","1,543",8
State,8/5/2022,TX,"1,012,577","237,294","127,513",8
State,8/5/2022,CT,"61,173","9,874","11,583",8
State,8/5/2022,UT,"120,907","34,136","18,892",8
State,8/5/2022,CO,"178,227","41,391","68,436",8
State,8/5/2022,MA,"130,341","16,842","29,152",8
State,8/5/2022,VT,"16,190","2,391","2,033",8
State,8/5/2022,CA,"1,087,240","291,138","150,201",8
State,8/5/2022,VA,"286,705","63,579","27,319",8
State,8/5/2022,AR,"136,606","20,030","6,169",8
State,8/5/2022,MO,"285,384","41,334","23,848",8
State,8/5/2022,MS,"126,247","25,369","5,182",8
State,8/5/2022,MT,"52,244","6,096","5,997",8
State,8/5/2022,MN,"302,402","36,735","32,267",8
State,8/5/2022,NE,"84,239","10,675","7,592",8
State,8/5/2022,MI,"367,728","60,051","32,021",8
State,8/5/2022,WA,"208,630","30,007","49,346",8
State,8/5/2022,NV,"93,158","33,496","19,205",8
State,8/6/2022,NH,"32,805","2,282","3,551",8
State,8/6/2022,TX,"1,019,687","240,838","132,883",8
State,8/6/2022,CT,"61,126","10,199","11,451",8
State,8/6/2022,MT,"54,231","5,996","5,942",8
State,8/6/2022,IN,"233,981","43,238","22,048",8
State,8/6/2022,AL,"185,159","38,148","7,821",8
State,8/6/2022,OH,"337,425","59,077","35,607",8
State,8/6/2022,MN,"321,915","37,047","31,736",8
State,8/6/2022,UT,"123,653","33,298","19,534",8
State,8/6/2022,CO,"179,269","40,315","70,786",8
State,8/6/2022,NV,"89,206","33,485","20,421",8
State,8/6/2022,IA,"156,136","21,408","8,923",8
State,8/6/2022,NJ,"210,117","39,495","30,543",8
State,8/6/2022,ND,"44,374","7,941","2,580",8
State,8/6/2022,AZ,"274,754","68,906","53,362",8
State,8/6/2022,VT,"16,431","2,328","1,888",8
State,8/6/2022,CA,"1,131,550","301,589","165,276",8
State,8/6/2022,MD,"177,072","37,468","21,189",8
State,8/6/2022,KS,"136,389","26,438","12,791",8
State,8/6/2022,NC,"439,206","73,320","30,161",8
State,8/6/2022,KY,"193,384","24,339","11,164",8
State,8/6/2022,WA,"220,666","30,113","52,529",8
State,8/6/2022,VA,"301,409","66,966","27,581",8
State,8/6/2022,AR,"132,923","19,798","6,225",8
State,8/6/2022,NE,"86,148","10,534","7,522",8
State,8/6/2022,GA,"381,377","106,029","42,009",8
State,8/6/2022,NY,"612,976","94,412","80,359",8
State,8/6/2022,RI,"17,235","3,046","3,489",8
State,8/6/2022,LA,"189,738","32,725","12,658",8
State,8/6/2022,HI,"10,947","3,276","7,306",8
State,8/6/2022,MI,"382,883","63,143","31,418",8
State,8/6/2022,SC,"192,766","35,751","13,918",8
State,8/6/2022,FL,"562,788","123,333","163,883",8
State,8/6/2022,MO,"286,063","41,026","24,281",8
State,8/6/2022,PA,"458,196","57,175","29,736",8
State,8/6/2022,ID,"68,945","14,048","7,103",8
State,8/6/2022,OR,"142,782","22,267","18,543",8
State,8/6/2022,MS,"120,622","25,447","5,242",8
State,8/6/2022,SD,"53,470","7,398","3,196",8
State,8/6/2022,DC,"13,308","7,877","6,333",8
State,8/6/2022,MA,"138,830","16,842","29,017",8
State,8/6/2022,AK,"15,636","11,807","7,306",8
State,8/6/2022,NM,"136,440","38,503","7,916",8
State,8/6/2022,IL,"422,077","112,996","74,059",8
State,8/6/2022,WY,"39,628","5,609","2,562",8
State,8/6/2022,TN,"228,734","59,608","25,242",8
State,8/6/2022,DE,"32,331","2,371","1,554",8
State,8/6/2022,ME,"40,625","3,384","2,665",8
State,8/6/2022,OK,"174,212","22,384","9,806",8
State,8/6/2022,WI,"288,856","38,535","17,986",8
State,8/6/2022,WV,"74,439","10,245","2,152",8
State,9/4/2022,OK,"170,211","24,234","9,609",9
State,9/4/2022,WV,"72,665","9,349","2,245",9
State,9/4/2022,IN,"234,653","42,773","22,972",9
State,9/4/2022,ME,"42,154","3,617","2,876",9
State,9/4/2022,TX,"1,017,322","243,846","126,383",9
State,9/4/2022,DC,"15,800","7,622","6,066",9
State,9/4/2022,NY,"614,780","93,307","77,003",9
State,9/4/2022,OR,"131,884","22,213","17,612",9
State,9/4/2022,AZ,"261,556","60,413","52,897",9
State,9/4/2022,IL,"403,886","108,943","71,758",9
State,9/4/2022,MI,"390,592","61,927","32,515",9
State,9/4/2022,TN,"231,305","59,804","24,772",9
State,9/4/2022,FL,"577,785","117,340","158,778",9
State,9/4/2022,MT,"49,755","5,902","6,228",9
State,9/4/2022,PA,"449,776","52,535","28,863",9
State,9/4/2022,WI,"274,378","39,703","18,908",9
State,9/4/2022,ID,"64,556","14,647","7,112",9
State,9/4/2022,MO,"286,435","39,047","23,443",9
State,9/4/2022,SD,"51,054","7,283","3,111",9
State,9/4/2022,GA,"385,294","109,798","42,451",9
State,9/4/2022,NV,"87,407","30,776","19,273",9
State,9/4/2022,RI,"17,246","3,084","3,309",9
State,9/4/2022,HI,"9,305","2,860","6,980",9
State,9/4/2022,SC,"182,515","34,418","13,450",9
State,9/4/2022,LA,"187,184","32,866","12,811",9
State,9/4/2022,AL,"179,078","39,708","7,895",9
State,9/4/2022,MN,"292,966","37,166","32,669",9
State,9/4/2022,WA,"212,308","28,748","50,221",9
State,9/4/2022,CA,"1,074,621","279,662","144,756",9
State,9/4/2022,NH,"33,823","2,297","3,603",9
State,9/4/2022,NC,"423,213","70,494","30,022",9
State,9/4/2022,AR,"125,486","21,550","6,137",9
State,9/4/2022,KY,"191,502","24,475","11,088",9
State,9/4/2022,MD,"173,699","34,030","18,745",9
State,9/4/2022,VA,"295,298","63,003","26,266",9
State,9/4/2022,CO,"165,515","37,743","72,094",9
State,9/4/2022,NM,"121,736","35,604","8,225",9
State,9/4/2022,ND,"43,372","7,533","2,557",9
State,9/4/2022,WY,"37,107","4,881","2,511",9
State,9/4/2022,KS,"135,582","24,982","12,329",9
State,9/4/2022,MA,"135,657","16,091","27,530",9
State,9/4/2022,VT,"16,742","2,167","1,901",9
State,9/4/2022,CT,"61,594","9,514","10,873",9
State,9/4/2022,NE,"83,542","10,307","7,302",9
State,9/4/2022,OH,"343,789","56,745","34,776",9
State,9/4/2022,AK,"13,041","9,892","7,827",9
State,9/4/2022,IA,"150,125","21,332","8,901",9
State,9/4/2022,MS,"117,224","26,133","5,269",9
State,9/4/2022,UT,"119,180","36,220","19,198",9
State,9/4/2022,DE,"30,717","2,178","1,547",9
State,9/4/2022,NJ,"204,589","36,610","29,046",9
State,9/5/2022,NH,"28,900","1,988","3,309",9
State,9/5/2022,MI,"326,728","53,027","29,473",9
State,9/5/2022,NV,"71,310","27,124","17,835",9
State,9/5/2022,MN,"232,377","31,623","29,288",9
State,9/5/2022,NE,"69,409","8,797","6,786",9
State,9/5/2022,MS,"101,128","22,448","4,740",9
State,9/5/2022,MT,"42,017","4,934","5,821",9
State,9/5/2022,MO,"247,345","33,716","21,673",9
State,9/5/2022,WA,"175,048","25,667","46,487",9
State,9/5/2022,CA,"868,729","240,200","134,992",9
State,9/5/2022,WY,"32,112","4,682","2,223",9
State,9/5/2022,VA,"250,955","54,600","24,121",9
State,9/5/2022,CO,"141,626","34,178","65,571",9
State,9/5/2022,VT,"14,991","2,025","1,692",9
State,9/5/2022,CT,"52,609","8,325","9,962",9
State,9/5/2022,UT,"95,649","29,524","17,509",9
State,9/5/2022,DE,"25,543","2,036","1,433",9
State,9/5/2022,AK,"11,652","6,623","6,986",9
State,9/5/2022,TX,"835,663","201,560","119,463",9
State,9/5/2022,DC,"13,161","6,758","5,470",9
State,9/5/2022,TN,"194,084","51,873","22,882",9
State,9/5/2022,FL,"466,190","100,065","149,159",9
State,9/5/2022,SD,"43,731","6,291","2,808",9
State,9/5/2022,GA,"326,231","93,857","38,782",9
State,9/5/2022,SC,"152,838","29,933","12,358",9
State,9/5/2022,HI,"8,634","2,868","6,601",9
State,9/5/2022,WI,"229,886","33,883","16,942",9
State,9/5/2022,RI,"14,377","2,593","3,054",9
State,9/5/2022,ID,"57,688","13,260","6,425",9
State,9/5/2022,PA,"386,270","46,910","27,337",9
State,9/5/2022,IL,"343,863","92,746","66,517",9
State,9/5/2022,OR,"114,722","20,180","16,345",9
State,9/5/2022,IN,"201,426","36,927","20,844",9
State,9/5/2022,AZ,"221,402","53,154","49,113",9
State,9/5/2022,OK,"141,344","20,856","9,020",9
State,9/5/2022,IA,"128,461","18,591","7,982",9
State,9/5/2022,OH,"299,703","50,384","32,184",9
State,9/5/2022,KS,"115,865","21,370","11,590",9
State,9/5/2022,AL,"154,479","32,947","7,341",9
State,9/5/2022,ND,"34,859","6,190","2,395",9
State,9/5/2022,KY,"167,125","22,337","10,262",9
State,9/5/2022,NC,"358,646","61,096","27,746",9
State,9/5/2022,LA,"154,197","28,544","11,701",9
State,9/5/2022,WV,"63,654","8,343","2,093",9
State,9/5/2022,NY,"498,565","83,481","69,520",9
State,9/5/2022,ME,"36,912","3,216","2,589",9
State,9/5/2022,NM,"108,696","31,972","7,550",9
State,9/5/2022,MD,"137,398","29,718","17,244",9
State,9/5/2022,NJ,"159,122","30,843","26,994",9
State,9/5/2022,MA,"111,797","14,077","25,534",9
State,9/5/2022,AR,"109,735","18,103","5,718",9
State,9/6/2022,OK,"144,581","20,281","8,366",9
State,9/6/2022,MS,"102,151","21,895","4,552",9
State,9/6/2022,DE,"24,790","1,814","1,256",9
State,9/6/2022,UT,"85,393","30,550","16,394",9
State,9/6/2022,NM,"108,501","35,169","7,940",9
State,9/6/2022,IA,"125,601","17,890","7,088",9
State,9/6/2022,AZ,"219,426","56,603","45,970",9
State,9/6/2022,OH,"306,154","45,920","28,325",9
State,9/6/2022,NH,"28,499","2,080","2,993",9
State,9/6/2022,CT,"50,874","7,450","8,739",9
State,9/6/2022,VT,"14,720","1,965","1,637",9
State,9/6/2022,NE,"68,064","8,184","5,995",9
State,9/6/2022,KS,"111,618","20,522","10,421",9
State,9/6/2022,WY,"30,184","4,821","2,148",9
State,9/6/2022,ND,"32,445","6,456","2,166",9
State,9/6/2022,MA,"103,611","12,851","22,903",9
State,9/6/2022,CO,"132,949","33,345","61,015",9
State,9/6/2022,VA,"246,331","51,911","21,730",9
State,9/6/2022,MD,"127,119","27,308","15,259",9
State,9/6/2022,KY,"169,036","21,377","9,259",9
State,9/6/2022,WV,"65,398","8,496","1,965",9
State,9/6/2022,NC,"334,302","56,715","25,236",9
State,9/6/2022,MN,"218,761","29,878","25,805",9
State,9/6/2022,CA,"854,407","238,777","124,932",9
State,9/6/2022,MO,"242,199","31,412","20,358",9
State,9/6/2022,SC,"146,544","27,889","11,529",9
State,9/6/2022,WI,"221,331","33,468","14,903",9
State,9/6/2022,NJ,"146,191","27,259","23,625",9
State,9/6/2022,HI,"9,247","3,017","6,137",9
State,9/6/2022,LA,"146,092","28,370","11,099",9
State,9/6/2022,RI,"13,482","2,343","2,717",9
State,9/6/2022,MI,"322,286","50,444","26,186",9
State,9/6/2022,GA,"303,090","85,021","35,142",9
State,9/6/2022,SD,"41,523","6,295","2,499",9
State,9/6/2022,NY,"491,666","80,917","63,392",9
State,9/6/2022,ID,"57,921","14,584","6,132",9
State,9/6/2022,AL,"153,952","30,922","6,686",9
State,9/6/2022,PA,"373,171","43,517","23,940",9
State,9/6/2022,NV,"69,825","28,385","16,430",9
State,9/6/2022,FL,"437,667","93,419","135,178",9
State,9/6/2022,TN,"190,658","50,521","20,726",9
State,9/6/2022,MT,"40,711","5,123","5,764",9
State,9/6/2022,IL,"321,843","86,798","60,156",9
State,9/6/2022,AK,"10,693","6,780","7,177",9
State,9/6/2022,OR,"116,826","20,063","15,228",9
State,9/6/2022,WA,"174,101","26,852","44,116",9
State,9/6/2022,DC,"13,517","6,315","5,091",9
State,9/6/2022,TX,"800,603","194,859","107,411",9
State,9/6/2022,AR,"112,151","17,082","5,318",9
State,9/6/2022,IN,"199,185","35,015","18,473",9
State,9/6/2022,ME,"37,584","3,171","2,422",9
State,9/7/2022,MO,"270,310","37,721","23,866",9
State,9/7/2022,AL,"175,360","36,099","7,722",9
State,9/7/2022,AK,"12,314","7,077","7,544",9
State,9/7/2022,AZ,"244,944","64,670","52,061",9
State,9/7/2022,AR,"126,172","20,776","6,203",9
State,9/7/2022,CA,"953,639","264,274","144,411",9
State,9/7/2022,CO,"150,489","36,158","69,467",9
State,9/7/2022,CT,"58,085","9,279","9,881",9
State,9/7/2022,DE,"30,433","2,158","1,358",9
State,9/7/2022,DC,"15,107","7,572","5,627",9
State,9/7/2022,FL,"508,390","110,315","152,956",9
State,9/7/2022,GA,"348,960","98,592","40,746",9
State,9/7/2022,HI,"10,076","3,005","7,109",9
State,9/7/2022,ID,"64,217","16,540","7,007",9
State,9/7/2022,IL,"361,722","101,158","69,040",9
State,9/7/2022,IN,"230,622","40,235","21,680",9
State,9/7/2022,IA,"145,082","20,992","8,313",9
State,9/7/2022,KS,"125,993","24,182","12,533",9
State,9/7/2022,KY,"192,551","24,508","11,064",9
State,9/7/2022,LA,"167,217","32,953","12,963",9
State,9/7/2022,ME,"42,693","3,630","2,815",9
State,9/7/2022,MD,"152,645","31,900","17,406",9
State,9/7/2022,MA,"120,829","15,037","25,929",9
State,9/7/2022,MI,"367,095","57,381","28,938",9
State,9/7/2022,MN,"245,496","34,187","29,691",9
State,9/7/2022,MS,"116,034","25,911","5,273",9
State,9/7/2022,MT,"46,085","5,698","6,307",9
State,9/7/2022,NE,"78,715","9,702","7,046",9
State,9/7/2022,NV,"77,704","31,073","19,023",9
State,9/7/2022,NH,"32,346","2,234","3,408",9
State,9/7/2022,NJ,"165,738","33,237","26,506",9
State,9/7/2022,NM,"119,554","39,109","9,021",9
State,9/7/2022,NY,"567,759","91,759","71,687",9
State,9/7/2022,NC,"391,342","66,384","29,241",9
State,9/7/2022,ND,"36,149","7,601","2,596",9
State,9/7/2022,OH,"351,044","54,775","33,297",9
State,9/7/2022,OK,"169,407","24,097","9,888",9
State,9/7/2022,OR,"130,169","22,282","17,238",9
State,9/7/2022,PA,"436,947","50,448","27,336",9
State,9/7/2022,RI,"16,051","2,902","3,042",9
State,9/7/2022,SC,"171,049","32,395","13,285",9
State,9/7/2022,SD,"47,524","7,280","2,881",9
State,9/7/2022,TN,"224,933","59,297","23,927",9
State,9/7/2022,TX,"916,736","229,436","125,437",9
State,9/7/2022,UT,"95,105","34,896","18,869",9
State,9/7/2022,VT,"17,137","2,310","1,707",9
State,9/7/2022,VA,"291,693","60,812","25,228",9
State,9/7/2022,WA,"198,409","30,134","49,564",9
State,9/7/2022,WV,"73,803","9,921","2,342",9
State,9/7/2022,WI,"252,322","39,471","17,520",9
State,9/7/2022,WY,"35,492","5,556","2,433",9
State,9/8/2022,TX,"938,909","232,443","132,083",9
State,9/8/2022,OK,"164,740","23,381","10,279",9
State,9/8/2022,NM,"119,834","36,752","8,559",9
State,9/8/2022,DE,"29,760","2,214","1,584",9
State,9/8/2022,TN,"221,977","59,772","25,535",9
State,9/8/2022,NE,"78,278","10,175","7,487",9
State,9/8/2022,IL,"371,446","102,969","76,063",9
State,9/8/2022,DC,"14,020","7,105","5,911",9
State,9/8/2022,OR,"128,529","21,438","18,764",9
State,9/8/2022,MS,"118,301","26,464","5,469",9
State,9/8/2022,SD,"48,857","7,192","3,260",9
State,9/8/2022,WI,"246,709","38,500","19,560",9
State,9/8/2022,MO,"272,109","38,873","25,091",9
State,9/8/2022,ID,"63,890","15,643","7,292",9
State,9/8/2022,NV,"79,590","31,592","19,814",9
State,9/8/2022,PA,"430,532","51,312","30,995",9
State,9/8/2022,LA,"172,170","32,685","13,723",9
State,9/8/2022,FL,"513,553","111,591","161,083",9
State,9/8/2022,SC,"173,610","33,430","14,022",9
State,9/8/2022,AZ,"247,912","62,632","53,621",9
State,9/8/2022,HI,"10,021","3,005","7,551",9
State,9/8/2022,AK,"12,358","12,978","8,447",9
State,9/8/2022,RI,"15,564","2,754","3,554",9
State,9/8/2022,NY,"544,174","90,732","78,156",9
State,9/8/2022,GA,"361,750","104,722","43,862",9
State,9/8/2022,MD,"146,660","32,014","19,118",9
State,9/8/2022,AR,"126,110","20,855","6,496",9
State,9/8/2022,VA,"284,865","60,080","26,861",9
State,9/8/2022,WA,"193,438","29,556","53,466",9
State,9/8/2022,KY,"191,118","25,009","11,764",9
State,9/8/2022,WY,"35,494","5,425","2,511",9
State,9/8/2022,NC,"393,819","67,753","31,027",9
State,9/8/2022,NJ,"170,767","33,953","31,024",9
State,9/8/2022,AL,"175,351","37,578","8,199",9
State,9/8/2022,CA,"968,649","264,361","151,686",9
State,9/8/2022,NH,"31,668","2,245","3,919",9
State,9/8/2022,KS,"128,350","24,614","13,260",9
State,9/8/2022,WV,"72,141","9,664","2,463",9
State,9/8/2022,ND,"38,134","7,105","2,699",9
State,9/8/2022,MN,"249,385","34,503","33,931",9
State,9/8/2022,VT,"17,064","2,310","2,048",9
State,9/8/2022,CO,"157,497","38,191","72,316",9
State,9/8/2022,MT,"46,629","6,008","6,795",9
State,9/8/2022,IA,"144,064","21,124","9,338",9
State,9/8/2022,MA,"116,371","15,254","29,401",9
State,9/8/2022,OH,"339,863","56,083","37,214",9
State,9/8/2022,ME,"42,316","3,594","3,242",9
State,9/8/2022,UT,"104,213","34,117","19,555",9
State,9/8/2022,CT,"58,012","9,408","11,748",9
State,9/8/2022,MI,"354,564","57,673","34,430",9
State,9/8/2022,IN,"229,396","40,344","23,996",9
State,9/9/2022,AL,"190,201","39,687","8,076",9
State,9/9/2022,NH,"33,677","2,327","3,761",9
State,9/9/2022,MD,"161,569","33,075","19,733",9
State,9/9/2022,NJ,"190,884","36,998","30,812",9
State,9/9/2022,ME,"44,090","3,872","3,062",9
State,9/9/2022,AZ,"266,063","65,285","55,004",9
State,9/9/2022,NM,"127,516","39,385","8,412",9
State,9/9/2022,LA,"189,513","33,979","13,837",9
State,9/9/2022,NY,"582,406","97,317","78,685",9
State,9/9/2022,KY,"204,850","26,266","11,752",9
State,9/9/2022,NC,"425,432","72,926","31,187",9
State,9/9/2022,KS,"136,468","25,801","13,391",9
State,9/9/2022,ND,"42,505","7,952","2,708",9
State,9/9/2022,IA,"150,071","22,033","9,194",9
State,9/9/2022,WV,"77,818","9,831","2,477",9
State,9/9/2022,OH,"357,391","59,274","37,098",9
State,9/9/2022,IN,"242,776","44,059","23,751",9
State,9/9/2022,OK,"176,111","23,821","10,334",9
State,9/9/2022,IL,"398,594","108,229","75,012",9
State,9/9/2022,OR,"137,895","21,956","18,741",9
State,9/9/2022,ID,"68,629","16,039","7,268",9
State,9/9/2022,AK,"14,006","8,905","7,841",9
State,9/9/2022,PA,"456,991","54,008","30,703",9
State,9/9/2022,HI,"10,483","3,146","7,668",9
State,9/9/2022,RI,"16,985","2,940","3,429",9
State,9/9/2022,GA,"396,246","112,594","44,822",9
State,9/9/2022,WY,"39,204","5,746","2,461",9
State,9/9/2022,SC,"188,447","35,786","13,936",9
State,9/9/2022,FL,"555,203","117,791","162,386",9
State,9/9/2022,SD,"52,290","7,477","3,190",9
State,9/9/2022,DC,"14,626","7,610","6,096",9
State,9/9/2022,WI,"272,323","40,652","19,094",9
State,9/9/2022,TN,"238,521","63,080","25,526",9
State,9/9/2022,DE,"30,870","2,268","1,604",9
State,9/9/2022,TX,"1,013,319","238,678","132,405",9
State,9/9/2022,CT,"61,709","10,192","11,834",9
State,9/9/2022,UT,"120,089","38,351","19,672",9
State,9/9/2022,CO,"171,004","40,700","73,393",9
State,9/9/2022,MA,"126,482","16,298","29,684",9
State,9/9/2022,VT,"17,557","2,399","1,906",9
State,9/9/2022,CA,"1,070,383","285,327","152,091",9
State,9/9/2022,VA,"303,987","62,291","26,971",9
State,9/9/2022,AR,"134,467","21,794","6,484",9
State,9/9/2022,MO,"289,209","39,926","24,843",9
State,9/9/2022,MS,"127,813","26,818","5,372",9
State,9/9/2022,MT,"50,425","6,465","6,693",9
State,9/9/2022,MN,"279,378","36,856","33,621",9
State,9/9/2022,NE,"86,131","10,175","7,581",9
State,9/9/2022,MI,"381,715","63,520","34,043",9
State,9/9/2022,WA,"211,735","29,971","51,740",9
State,9/9/2022,NV,"88,980","32,997","19,950",9
State,9/10/2022,NH,"35,773","2,287","3,862",9
State,9/10/2022,TX,"1,100,544","256,616","135,171",9
State,9/10/2022,CT,"64,839","10,750","12,273",9
State,9/10/2022,MT,"57,546","6,777","6,779",9
State,9/10/2022,IN,"258,767","44,837","24,111",9
State,9/10/2022,AL,"202,813","43,053","8,520",9
State,9/10/2022,OH,"372,508","61,705","38,259",9
State,9/10/2022,MN,"300,644","39,132","34,389",9
State,9/10/2022,UT,"133,020","42,545","19,924",9
State,9/10/2022,CO,"191,581","43,030","76,719",9
State,9/10/2022,NV,"95,511","36,233","20,531",9
State,9/10/2022,IA,"168,711","22,770","9,441",9
State,9/10/2022,NJ,"216,276","41,938","32,107",9
State,9/10/2022,ND,"46,594","8,284","2,769",9
State,9/10/2022,AZ,"295,551","69,284","57,226",9
State,9/10/2022,VT,"18,846","2,316","2,123",9
State,9/10/2022,CA,"1,234,254","324,176","162,231",9
State,9/10/2022,MD,"185,649","35,719","20,373",9
State,9/10/2022,KS,"157,026","26,696","13,626",9
State,9/10/2022,NC,"455,020","76,239","31,866",9
State,9/10/2022,KY,"215,078","26,210","12,015",9
State,9/10/2022,WA,"236,860","33,658","56,374",9
State,9/10/2022,VA,"335,482","66,909","27,903",9
State,9/10/2022,AR,"146,370","22,082","6,606",9
State,9/10/2022,NE,"94,645","11,138","7,862",9
State,9/10/2022,GA,"428,435","120,980","47,188",9
State,9/10/2022,NY,"667,188","104,755","87,210",9
State,9/10/2022,RI,"17,841","3,035","3,775",9
State,9/10/2022,LA,"202,626","35,477","14,157",9
State,9/10/2022,HI,"11,341","3,173","7,915",9
State,9/10/2022,MI,"409,318","66,801","35,229",9
State,9/10/2022,SC,"200,144","37,824","14,482",9
State,9/10/2022,FL,"611,165","124,911","169,448",9
State,9/10/2022,MO,"314,383","41,769","25,171",9
State,9/10/2022,PA,"486,979","55,751","31,693",9
State,9/10/2022,ID,"73,740","16,844","7,604",9
State,9/10/2022,OR,"151,559","23,655","19,978",9
State,9/10/2022,MS,"138,251","28,103","5,530",9
State,9/10/2022,SD,"55,338","7,802","3,341",9
State,9/10/2022,DC,"16,244","8,523","6,566",9
State,9/10/2022,MA,"138,205","17,676","31,649",9
State,9/10/2022,AK,"13,757","7,267","8,437",9
State,9/10/2022,NM,"136,926","41,341","8,629",9
State,9/10/2022,IL,"436,603","113,603","77,402",9
State,9/10/2022,WY,"42,633","5,907","2,648",9
State,9/10/2022,TN,"252,635","65,176","26,301",9
State,9/10/2022,DE,"34,152","2,447","1,642",9
State,9/10/2022,ME,"46,463","4,006","3,219",9
State,9/10/2022,OK,"190,850","24,948","10,663",9
